Provincia,openmrs_us,Unidade Sanitaria,URI,UUID,DataSet
Manica,CS 1 de Maio,CS 1º de Maio,http://41.191.74.42:8080/pdmaio/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS 4 Congresso,CS 4º Congresso,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS 7 de Abril,CS 7 de Abril,http://41.191.74.42:8080/sdabril/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Amatongas,CS Amatongas,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Bassane,CS Bassane,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Chaiva,CS Chaiva,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Chigodore,CS Chigodore,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Chipodji,CS Chipodji,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Chipopopo,CS Chipopopo,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Chissui,CS Chissui,http://41.191.74.42:8080/chissui/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Chitobe,CS Chitobe,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Chiuala,CS Chiuala,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Cruzamento de Macossa,CS Cruzamento de Macossa,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Dacata,CS Dacata,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Darue,CS Darue,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Dombe,CS Dombe,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Eduardo Mondlane,CS Eduardo Mondlane,http://41.191.74.42:8080/emondlane/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Garagua,CS Garagua,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Gondola Sede,CS Gondola Sede,http://41.191.74.42:8080/gondola/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Gunhe,CS Gunhe,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Guro-Sede,CS Guro-Sede,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Honde,CS Honde,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS IAC,CS IAC,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Inchope,CS Inchope,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Macate,CS Macate,http://41.191.74.42:8080/macate/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Machipanda,CS Machipanda,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Mandie,CS Mandie,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Marera,CS Marera,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Matsinho,CS Matsinho,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Mavende,CS Mavende,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Mazwissanga,CS Mazwissanga,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Messica,CS Messica,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Muda Serracao,CS Muda Serração,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Mude,CS Mude,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Munhinga,CS Munhinga,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Mupengo,CS Mupengo,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Nhamaonha,CS Nhamaonha,http://41.191.74.42:8080/nhamaonha/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Nhampassa,CS Nhampassa,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Nhassacara,CS Nhassacara,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Nhazonia,CS Nhazonia,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Pungue Sul,CS Pungue Sul,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Save,CS Save,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Sembezea,CS Sembezea,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Sussundenga-Sede,CS Sussundenga-Sede,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Vanduzi,CS Vandúzi,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Vila Nova,CS Vila Nova,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,CS Zembe Centro,CS Zembe Centro,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,HD Catandica,HD Catandica,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,HD Espungabera,HD Espungabera,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,HD Manica,HD Manica,http://41.191.74.42:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Manica,HP Chimoio,HP Chimoio,http://41.191.74.42:8080/hpc/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS 25 de Setembro,CS 25 de Setembro,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Boroma,CS Boroma,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Cachembe,CS Cachembe,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Caphirizange,CS Caphirizange,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Cateme,CS Cateme,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS CFM,CS CFM,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Changara Sede,CS Changara Sede,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Chitima,CS Chitima,http://197.218.241.174:8080/chitima/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Daque,CS Daque,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Domue,CS Domue,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Dzunga,CS Dzunga,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Furancungo,CS Furancungo,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Inhangoma,CS Inhangoma,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Lifidzi,CS Lifidzi,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Magoe,CS Magoe,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Mameme II,CS Mameme II,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Manje,CS Manje,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Mazoe- Ponte,CS Mazoe- Ponte,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Missaua,CS Missaua,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Moatize,CS Moatize,http://197.218.241.174:8080/moatize/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Mpadue,CS Mpadue,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Mucumbura,CS Mucumbura,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Ncondedzi,CS Ncondedzi,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS N1,CS Nº 1 - Bairro Magaia,http://197.218.241.174:8080/csn1/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS N2,CS Nº 2 - Bairro Matundo,http://197.218.241.174:8080/csn2/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS N3,CS Nº 3 - Bairro Manyanga,http://197.218.241.174:8080/csn3/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS N4,CS Nº 4 - Bairro Muthemba,http://197.218.241.174:8080/csn4/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Ulongue,CS Ulongue,http://197.218.241.174:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,CS Zobue,CS Zóbue,http://197.218.241.174:8080/zobue/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,HP Tete,HP Tete,http://197.218.241.174:8080/hpt/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,HR Mutarara,HR Mutarara,http://197.218.241.174:8080/mutarara/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,HR Songo,HR Songo,http://197.218.241.174:8080/songo/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Tete,HR Ulongue,HR Ulongue,http://197.218.241.174:8080/ulongue/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Adine 3,CS Adine 3,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Chiuaula,CS Chiuaula,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Cuamba,CS Cuamba,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Entre-Lagos,CS Entre-Lagos,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Lichinga,CS Lichinga,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Lulimire,CS Lulimire,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Mandimba,CS Mandimba,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Massangulo,CS Massangulo,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Mecanhelas,CS Mecanhelas,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Metangula,CS Metangula,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Metarica,CS Metarica,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,CS Namacula,CS Namacula,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,HR Cuamba,HR Cuamba,http://197.218.206.34:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Niassa,HP Lichinga,HP Lichinga,http://197.218.206.34:8080/hpl/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Ampara,CS Ampara,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Bandua,CS Bandua,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Bura,CS Bura,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Canhandula,CS Canhandula,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Ceramica,CS Ceramica,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Chamba,CS Chamba,http://41.191.72.122:8080/chamba/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Chibabava -Sede,CS Chibabava -Sede,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Chirassicua,CS Chirassicua,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Chota,CS Chota,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Dondo Sede,CS Dondo Sede,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Gorongosa - Sede,CS Gorongosa - Sede,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Guara-Guara,CS Guara-Guara,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Hoode,CS Hoode,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Igreja Baptista,CS Igreja Baptista,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Lamego,CS Lamego,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Machanga - Sede,CS Machanga - Sede,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Macurungo,CS Macurungo,http://41.191.72.122:8080/macurungo/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Mafambisse,CS Mafambisse,http://41.191.72.122:8080/mafambisse/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Manga Loforte,CS Manga Loforte,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Manga Mascarenha,CS Manga Mascarenha,http://41.191.72.122:8080/mascarenhas/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Manga Nhaconjo,CS Manga Nhaconjo,http://41.191.72.122:8080/nhaconjo/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Marrocanhe,CS Marrocanhe,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Matadoro,CS Matadoro,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Maxorote,CS Maxorote,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Metuchira Lomaco,CS Metuchira Lomaco,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Munhava,CS Munhava,http://41.191.72.122:8080/munhava/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Murraça,CS Murraça,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Mutindire,CS Mutindire,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Mutua,CS Mutua,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Nensa,CS Nensa,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Nhambalo,CS Nhambalo,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Nhangau,CS Nhangau,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Nharuchonga,CS Nharuchonga,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Ponta Gea,CS Ponta Gea,http://41.191.72.122:8080/pontagea/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Samora Machel,CS Samora Machel,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Savane,CS Savane,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Sena,CS Sena,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Siluvo CSRII,CS Siluvo CSRII,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,CS Tica CSRII,CS Tica CSRII,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,HC Beira,HC Beira,http://41.191.72.122:8080/hcb/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,HD Caia,HD Caia,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,HR Buzi Sede,HR Buzi Sede,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,HR Inhaminga,HR Inhaminga,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,HR Marromeu,HR Marromeu,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,HR Muxungue,HR Muxungue,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization
Sofala,HR Nhamatanda Sede,HR Nhamatanda Sede,http://41.191.72.122:8080/openmrs/ws/rest/v1/reportingrest/dataSet/,ef736830-ccca-4a17-a93f-d8fbb8e3baa7,ART Optimization